country,year,INDICE
Ghana,1993,2000
Ghana,1994,3000
Ghana,1995,4400
Ghana,1996,6200
Ghana,1997,8200
Ghana,1998,10k
Ghana,1999,12k
Ghana,2000,15k
Ghana,2001,16k
Ghana,2002,18k
Ghana,2003,19k
Ghana,2004,20k
Ghana,2005,20k
Ghana,2006,20k
Ghana,2007,20k
Ghana,2008,19k
Ghana,2009,18k
Ghana,2010,
Guinea,1990,1100
Guinea,1991,1600
Guinea,1992,2100
Guinea,1993,2700
Guinea,1994,3300
Guinea,1995,3900
Guinea,1996,4500
Guinea,1997,5000
Guinea,1998,5400
Guinea,1999,5800
Guinea,2000,6100
Guinea,2001,6300
Guinea,2002,6500
Guinea,2003,6600
Guinea,2004,6700
Guinea,2005,6400
Guinea,2006,5900
Guinea,2007,5200
Guinea,2008,5000
Guinea,2009,4700
Guinea,2010,
Gambia,1990,60
Gambia,1991,60
Gambia,1992,60
Gambia,1993,60
Gambia,1994,60
Gambia,1995,60
Gambia,1996,60
Gambia,1997,60
Gambia,1998,120
Gambia,1999,120
Gambia,2000,120
Gambia,2001,300
Gambia,2002,300
Gambia,2003,300
Gambia,2004,300
Gambia,2005,300
Gambia,2006,300
Gambia,2007,600
Gambia,2008,600
Gambia,2009,600
Gambia,2010,
Guinea-Bissau,1990,60
Guinea-Bissau,1991,60
Guinea-Bissau,1992,60
Guinea-Bissau,1993,120
Guinea-Bissau,1994,120
Guinea-Bissau,1995,300
Guinea-Bissau,1996,300
Guinea-Bissau,1997,300
Guinea-Bissau,1998,300
Guinea-Bissau,1999,600
Guinea-Bissau,2000,600
Guinea-Bissau,2001,600
Guinea-Bissau,2002,600
Guinea-Bissau,2003,600
Guinea-Bissau,2004,1100
Guinea-Bissau,2005,1200
Guinea-Bissau,2006,1300
Guinea-Bissau,2007,1300
Guinea-Bissau,2008,1200
Guinea-Bissau,2009,1200
Guinea-Bissau,2010,
Equatorial Guinea,1990,60
Equatorial Guinea,1991,60
Equatorial Guinea,1992,60
Equatorial Guinea,1993,60
Equatorial Guinea,1994,60
Equatorial Guinea,1995,60
Equatorial Guinea,1996,60
Equatorial Guinea,1997,60
Equatorial Guinea,1998,60
Equatorial Guinea,1999,120
Equatorial Guinea,2000,120
Equatorial Guinea,2001,300
Equatorial Guinea,2002,300
Equatorial Guinea,2003,300
Equatorial Guinea,2004,300
Equatorial Guinea,2005,600
Equatorial Guinea,2006,600
Equatorial Guinea,2007,600
Equatorial Guinea,2008,600
Equatorial Guinea,2009,600
Equatorial Guinea,2010,
Greece,1990,150
Greece,1991,350
Greece,1992,350
Greece,1993,350
Greece,1994,350
Greece,1995,350
Greece,1996,350
Greece,1997,150
Greece,1998,150
Greece,1999,150
Greece,2000,150
Greece,2001,150
Greece,2002,350
Greece,2003,350
Greece,2004,350
Greece,2005,350
Greece,2006,350
Greece,2007,350
Greece,2008,350
Greece,2009,350
Greece,2010,150
Guatemala,1990,350
Guatemala,1991,350
Guatemala,1992,350
Guatemala,1993,350
Guatemala,1994,600
Guatemala,1995,600
Guatemala,1996,600
Guatemala,1997,600
Guatemala,1998,1100
Guatemala,1999,1300
Guatemala,2000,1500
Guatemala,2001,1700
Guatemala,2002,1900
Guatemala,2003,2000
Guatemala,2004,1600
Guatemala,2005,1800
Guatemala,2006,2100
Guatemala,2007,2000
Guatemala,2008,1800
Guatemala,2009,1700
Guatemala,2010,2100
Guyana,1990,150
Guyana,1991,150
Guyana,1992,150
Guyana,1993,150
Guyana,1994,350
Guyana,1995,350
Guyana,1996,350
Guyana,1997,350
Guyana,1998,350
Guyana,1999,600
Guyana,2000,600
Guyana,2001,600
Guyana,2002,600
Guyana,2003,600
Guyana,2004,600
Guyana,2005,600
Guyana,2006,350
Guyana,2007,350
Guyana,2008,350
Guyana,2009,350
Guyana,2010,350
Honduras,1990,600
Honduras,1991,1100
Honduras,1992,1700
Honduras,1993,2500
Honduras,1994,3400
Honduras,1995,4300
Honduras,1996,5100
Honduras,1997,5900
Honduras,1998,6400
Honduras,1999,6800
Honduras,2000,7000
Honduras,2001,7000
Honduras,2002,6800
Honduras,2003,6500
Honduras,2004,5800
Honduras,2005,5100
Honduras,2006,4600
Honduras,2007,4200
Honduras,2008,3700
Honduras,2009,3400
Honduras,2010,3000
Croatia,1990,60
Croatia,1991,60
Croatia,1992,60
Croatia,1993,60
Croatia,1994,60
Croatia,1995,60
Croatia,1996,60
Croatia,1997,60
Croatia,1998,60
Croatia,1999,60
Croatia,2000,60
Croatia,2001,60
Croatia,2002,60
Croatia,2003,60
Croatia,2004,60
Croatia,2005,60
Croatia,2006,60
Croatia,2007,60
Croatia,2008,60
Croatia,2009,60
Croatia,2010,60
Haiti,1990,3900
Haiti,1991,5000
Haiti,1992,6100
Haiti,1993,7300
Haiti,1994,8300
Haiti,1995,9300
Haiti,1996,10k
Haiti,1997,11k
Haiti,1998,11k
Haiti,1999,11k
Haiti,2000,12k
Haiti,2001,12k
Haiti,2002,12k
Haiti,2003,11k
Haiti,2004,11k
Haiti,2005,11k
Haiti,2006,10k
Haiti,2007,8700
Haiti,2008,7600
Haiti,2009,6600
Haiti,2010,5900
Hungary,1990,350
Hungary,1991,350
Hungary,1992,350
Hungary,1993,350
Hungary,1994,350
Hungary,1995,350
Hungary,1996,350
Hungary,1997,350
Hungary,1998,350
Hungary,1999,350
Hungary,2000,350
Hungary,2001,350
Hungary,2002,350
Hungary,2003,350
Hungary,2004,150
Hungary,2005,150
Hungary,2006,150
Hungary,2007,150
Hungary,2008,150
Hungary,2009,150
Hungary,2010,150
Indonesia,1990,60
Indonesia,1991,60
Indonesia,1992,60
Indonesia,1993,60
Indonesia,1994,60
Indonesia,1995,60
Indonesia,1996,60
Indonesia,1997,60
Indonesia,1998,60
Indonesia,1999,60
Indonesia,2000,60
Indonesia,2001,150
Indonesia,2002,350
Indonesia,2003,600
Indonesia,2004,1200
Indonesia,2005,2200
Indonesia,2006,3300
Indonesia,2007,4900
Indonesia,2008,7100
Indonesia,2009,9400
Indonesia,2010,12k
India,1990,5300
India,1991,8000
India,1992,12k
India,1993,18k
India,1994,26k
India,1995,37k
India,1996,51k
India,1997,67k
India,1998,85k
India,1999,100k
India,2000,120k
India,2001,140k
India,2002,160k
India,2003,180k
India,2004,190k
India,2005,200k
India,2006,200k
India,2007,190k
India,2008,190k
India,2009,170k
India,2010,
Ireland,1990,60
Ireland,1991,60
Ireland,1992,60
Ireland,1993,60
Ireland,1994,60
Ireland,1995,60
Ireland,1996,60
Ireland,1997,60
Ireland,1998,60
Ireland,1999,60
Ireland,2000,60
Ireland,2001,60
Ireland,2002,60
Ireland,2003,60
Ireland,2004,60
Ireland,2005,60
Ireland,2006,60
Ireland,2007,60
Ireland,2008,60
Ireland,2009,60
Ireland,2010,60
Iran,1990,150
Iran,1991,150
Iran,1992,350
Iran,1993,350
Iran,1994,350
Iran,1995,350
Iran,1996,600
Iran,1997,600
Iran,1998,1300
Iran,1999,1900
Iran,2000,2500
Iran,2001,3200
Iran,2002,3900
Iran,2003,4600
Iran,2004,5200
Iran,2005,5800
Iran,2006,6400
Iran,2007,6900
Iran,2008,7300
Iran,2009,7700
Iran,2010,8000
Iceland,1990,60
Iceland,1991,60
Iceland,1992,60
Iceland,1993,60
Iceland,1994,60
Iceland,1995,60
Iceland,1996,60
Iceland,1997,60
Iceland,1998,60
Iceland,1999,60
Iceland,2000,60
Iceland,2001,60
Iceland,2002,60
Iceland,2003,60
Iceland,2004,60
Iceland,2005,60
Iceland,2006,60
Iceland,2007,60
Iceland,2008,60
Iceland,2009,60
Iceland,2010,60
Israel,1990,60
Israel,1991,60
Israel,1992,60
Israel,1993,60
Israel,1994,60
Israel,1995,60
Israel,1996,60
Israel,1997,60
Israel,1998,60
Israel,1999,60
Israel,2000,60
Israel,2001,60
Israel,2002,60
Israel,2003,60
Israel,2004,60
Israel,2005,60
Israel,2006,60
Israel,2007,60
Israel,2008,60
Israel,2009,60
Israel,2010,60
Italy,1990,1600
Italy,1991,2500
Italy,1992,3600
Italy,1993,4600
Italy,1994,5600
Italy,1995,6500
Italy,1996,4200
Italy,1997,2300
Italy,1998,1500
Italy,1999,600
Italy,2000,600
Italy,2001,600
Italy,2002,600
Italy,2003,600
Italy,2004,600
Italy,2005,600
Italy,2006,600
Italy,2007,600
Italy,2008,600
Italy,2009,600
Italy,2010,600
Jamaica,1990,350
Jamaica,1991,350
Jamaica,1992,600
Jamaica,1993,600
Jamaica,1994,1100
Jamaica,1995,1400
Jamaica,1996,1800
Jamaica,1997,2100
Jamaica,1998,2400
Jamaica,1999,2700
Jamaica,2000,2900
Jamaica,2001,3100
Jamaica,2002,3200
Jamaica,2003,3300
Jamaica,2004,3300
Jamaica,2005,3200
Jamaica,2006,2800
Jamaica,2007,2600
Jamaica,2008,2400
Jamaica,2009,2100
Jamaica,2010,1800
Japan,1990,350
Japan,1991,350
Japan,1992,350
Japan,1993,350
Japan,1994,350
Japan,1995,600
Japan,1996,350
Japan,1997,350
Japan,1998,350
Japan,1999,150
Japan,2000,150
Japan,2001,150
Japan,2002,150
Japan,2003,150
Japan,2004,150
Japan,2005,150
Japan,2006,150
Japan,2007,150
Japan,2008,150
Japan,2009,150
Japan,2010,150
Kazakhstan,1990,60
Kazakhstan,1991,60
Kazakhstan,1992,60
Kazakhstan,1993,60
Kazakhstan,1994,60
Kazakhstan,1995,60
Kazakhstan,1996,60
Kazakhstan,1997,60
Kazakhstan,1998,150
Kazakhstan,1999,350
Kazakhstan,2000,350
Kazakhstan,2001,350
Kazakhstan,2002,600
Kazakhstan,2003,600
Kazakhstan,2004,600
Kazakhstan,2005,600
Kazakhstan,2006,600
Kazakhstan,2007,1000
Kazakhstan,2008,1100
Kazakhstan,2009,1100
Kazakhstan,2010,1200
Kenya,1990,10k
Kenya,1991,16k
Kenya,1992,24k
Kenya,1993,34k
Kenya,1994,46k
Kenya,1995,60k
Kenya,1996,74k
Kenya,1997,87k
Kenya,1998,100k
Kenya,1999,110k
Kenya,2000,120k
Kenya,2001,120k
Kenya,2002,130k
Kenya,2003,130k
Kenya,2004,130k
Kenya,2005,120k
Kenya,2006,110k
Kenya,2007,99k
Kenya,2008,91k
Kenya,2009,80k
Kenya,2010,
Kyrgyz Republic,1990,60
Kyrgyz Republic,1991,60
Kyrgyz Republic,1992,60
Kyrgyz Republic,1993,60
Kyrgyz Republic,1994,60
Kyrgyz Republic,1995,60
Kyrgyz Republic,1996,60
Kyrgyz Republic,1997,60
Kyrgyz Republic,1998,60
Kyrgyz Republic,1999,60
Kyrgyz Republic,2000,60
Kyrgyz Republic,2001,60
Kyrgyz Republic,2002,60
Kyrgyz Republic,2003,60
Kyrgyz Republic,2004,60
Kyrgyz Republic,2005,60
Kyrgyz Republic,2006,60
Kyrgyz Republic,2007,150
Kyrgyz Republic,2008,150
Kyrgyz Republic,2009,350
Kyrgyz Republic,2010,350
Cambodia,1990,350
Cambodia,1991,600
Cambodia,1992,1100
Cambodia,1993,1700
Cambodia,1994,2400
Cambodia,1995,3200
Cambodia,1996,4100
Cambodia,1997,4900
Cambodia,1998,5700
Cambodia,1999,6400
Cambodia,2000,6900
Cambodia,2001,7300
Cambodia,2002,7600
Cambodia,2003,7600
Cambodia,2004,7200
Cambodia,2005,6200
Cambodia,2006,4800
Cambodia,2007,3000
Cambodia,2008,2300
Cambodia,2009,1800
Cambodia,2010,1500
South Korea,1990,150
South Korea,1991,150
South Korea,1992,150
South Korea,1993,350
South Korea,1994,350
South Korea,1995,350
South Korea,1996,350
South Korea,1997,350
South Korea,1998,150
South Korea,1999,60
South Korea,2000,60
South Korea,2001,60
South Korea,2002,60
South Korea,2003,150
South Korea,2004,150
South Korea,2005,150
South Korea,2006,150
South Korea,2007,150
South Korea,2008,350
South Korea,2009,350
South Korea,2010,350
Lao,1990,60
Lao,1991,60
Lao,1992,60
Lao,1993,60
Lao,1994,60
Lao,1995,60
Lao,1996,60
Lao,1997,60
Lao,1998,60
Lao,1999,60
Lao,2000,60
Lao,2001,150
Lao,2002,150
Lao,2003,350
Lao,2004,350
Lao,2005,350
Lao,2006,350
Lao,2007,350
Lao,2008,350
Lao,2009,350
Lao,2010,350
Lebanon,1990,60
Lebanon,1991,60
Lebanon,1992,60
Lebanon,1993,60
Lebanon,1994,60
Lebanon,1995,60
Lebanon,1996,60
Lebanon,1997,60
Lebanon,1998,60
Lebanon,1999,60
Lebanon,2000,60
Lebanon,2001,60
Lebanon,2002,60
Lebanon,2003,60
Lebanon,2004,60
Lebanon,2005,150
Lebanon,2006,150
Lebanon,2007,150
Lebanon,2008,150
Lebanon,2009,150
Lebanon,2010,150
Liberia,1990,60
Liberia,1991,60
Liberia,1992,120
Liberia,1993,300
Liberia,1994,600
Liberia,1995,600
Liberia,1996,1400
Liberia,1997,1900
Liberia,1998,2500
Liberia,1999,3100
Liberia,2000,3500
Liberia,2001,3900
Liberia,2002,4100
Liberia,2003,4200
Liberia,2004,4300
Liberia,2005,4300
Liberia,2006,4200
Liberia,2007,4000
Liberia,2008,3900
Liberia,2009,3600
Liberia,2010,
Sri Lanka,1990,60
Sri Lanka,1991,60
Sri Lanka,1992,60
Sri Lanka,1993,60
Sri Lanka,1994,60
Sri Lanka,1995,60
Sri Lanka,1996,60
Sri Lanka,1997,60
Sri Lanka,1998,60
Sri Lanka,1999,60
Sri Lanka,2000,60
Sri Lanka,2001,150
Sri Lanka,2002,150
Sri Lanka,2003,150
Sri Lanka,2004,150
Sri Lanka,2005,150
Sri Lanka,2006,150
Sri Lanka,2007,350
Sri Lanka,2008,350
Sri Lanka,2009,350
Sri Lanka,2010,350
Lesotho,1990,60
Lesotho,1991,120
Lesotho,1992,300
Lesotho,1993,600
Lesotho,1994,1400
Lesotho,1995,2500
Lesotho,1996,4000
Lesotho,1997,5900
Lesotho,1998,8100
Lesotho,1999,10k
Lesotho,2000,12k
Lesotho,2001,14k
Lesotho,2002,16k
Lesotho,2003,18k
Lesotho,2004,19k
Lesotho,2005,19k
Lesotho,2006,18k
Lesotho,2007,16k
Lesotho,2008,14k
Lesotho,2009,14k
Lesotho,2010,
Lithuania,1990,60
Lithuania,1991,60
Lithuania,1992,60
Lithuania,1993,60
Lithuania,1994,60
Lithuania,1995,60
Lithuania,1996,60
Lithuania,1997,60
Lithuania,1998,60
Lithuania,1999,60
Lithuania,2000,60
Lithuania,2001,60
Lithuania,2002,60
Lithuania,2003,60
Lithuania,2004,60
Lithuania,2005,60
Lithuania,2006,60
Lithuania,2007,60
Lithuania,2008,60
Lithuania,2009,60
Lithuania,2010,60
Luxembourg,1990,60
Luxembourg,1991,60
Luxembourg,1992,60
Luxembourg,1993,60
Luxembourg,1994,60
Luxembourg,1995,60
Luxembourg,1996,60
Luxembourg,1997,60
Luxembourg,1998,60
Luxembourg,1999,60
Luxembourg,2000,60
Luxembourg,2001,60
Luxembourg,2002,60
Luxembourg,2003,60
Luxembourg,2004,60
Luxembourg,2005,60
Luxembourg,2006,60
Luxembourg,2007,60
Luxembourg,2008,60
Luxembourg,2009,60
Luxembourg,2010,60
Latvia,1990,60
Latvia,1991,60
Latvia,1992,60
Latvia,1993,60
Latvia,1994,60
Latvia,1995,60
Latvia,1996,60
Latvia,1997,60
Latvia,1998,60
Latvia,1999,60
Latvia,2000,150
Latvia,2001,150
Latvia,2002,150
Latvia,2003,350
Latvia,2004,350
Latvia,2005,350
Latvia,2006,350
Latvia,2007,350
Latvia,2008,350
Latvia,2009,350
Latvia,2010,600
Morocco,1990,120
Morocco,1991,120
Morocco,1992,300
Morocco,1993,300
Morocco,1994,300
Morocco,1995,300
Morocco,1996,300
Morocco,1997,300
Morocco,1998,600
Morocco,1999,600
Morocco,2000,600
Morocco,2001,600
Morocco,2002,600
Morocco,2003,600
Morocco,2004,600
Morocco,2005,600
Morocco,2006,1000
Morocco,2007,1100
Morocco,2008,1200
Morocco,2009,1200
Morocco,2010,
Moldova,1990,60
Moldova,1991,60
Moldova,1992,60
Moldova,1993,60
Moldova,1994,60
Moldova,1995,60
Moldova,1996,150
Moldova,1997,150
Moldova,1998,350
Moldova,1999,350
Moldova,2000,600
Moldova,2001,600
Moldova,2002,600
Moldova,2003,600
Moldova,2004,1000
Moldova,2005,1100
Moldova,2006,1100
Moldova,2007,1100
Moldova,2008,1100
Moldova,2009,1100
Moldova,2010,1000
Madagascar,1990,600
Madagascar,1991,1000
Madagascar,1992,1000
Madagascar,1993,1000
Madagascar,1994,1000
Madagascar,1995,1100
Madagascar,1996,1100
Madagascar,1997,1100
Madagascar,1998,1200
Madagascar,1999,1200
Madagascar,2000,1300
Madagascar,2001,1300
Madagascar,2002,1400
Madagascar,2003,1400
Madagascar,2004,1500
Madagascar,2005,1500
Madagascar,2006,1600
Madagascar,2007,1600
Madagascar,2008,1700
Madagascar,2009,1700
Madagascar,2010,
Maldives,1990,60
Maldives,1991,60
Maldives,1992,60
Maldives,1993,60
Maldives,1994,60
Maldives,1995,60
Maldives,1996,60
Maldives,1997,60
Maldives,1998,60
Maldives,1999,60
Maldives,2000,60
Maldives,2001,60
Maldives,2002,60
Maldives,2003,60
Maldives,2004,60
Maldives,2005,60
Maldives,2006,60
Maldives,2007,60
Maldives,2008,60
Maldives,2009,60
Maldives,2010,60
Mexico,1990,4800
Mexico,1991,5300
Mexico,1992,5800
Mexico,1993,6300
Mexico,1994,6700
Mexico,1995,7200
Mexico,1996,7600
Mexico,1997,7900
Mexico,1998,7500
Mexico,1999,7700
Mexico,2000,7900
Mexico,2001,7800
Mexico,2002,7600
Mexico,2003,7200
Mexico,2004,6700
Mexico,2005,6700
Mexico,2006,6600
Mexico,2007,6100
Mexico,2008,5600
Mexico,2009,5200
Mexico,2010,5000
Mali,1990,300
Mali,1991,600
Mali,1992,600
Mali,1993,1500
Mali,1994,2300
Mali,1995,3200
Mali,1996,4100
Mali,1997,4900
Mali,1998,5700
Mali,1999,6300
Mali,2000,6900
Mali,2001,7200
Mali,2002,7400
Mali,2003,7400
Mali,2004,7100
Mali,2005,6100
Mali,2006,5200
Mali,2007,4700
Mali,2008,4700
Mali,2009,4400
Mali,2010,
Malta,1990,60
Malta,1991,60
Malta,1992,60
Malta,1993,60
Malta,1994,60
Malta,1995,60
Malta,1996,60
Malta,1997,60
Malta,1998,60
Malta,1999,60
Malta,2000,60
Malta,2001,60
Malta,2002,60
Malta,2003,60
Malta,2004,60
Malta,2005,60
Malta,2006,60
Malta,2007,60
Malta,2008,60
Malta,2009,60
Malta,2010,60
Myanmar,1990,350
Myanmar,1991,350
Myanmar,1992,600
Myanmar,1993,1400
Myanmar,1994,2100
Myanmar,1995,3000
Myanmar,1996,3900
Myanmar,1997,4900
Myanmar,1998,6100
Myanmar,1999,7300
Myanmar,2000,8600
Myanmar,2001,10k
Myanmar,2002,12k
Myanmar,2003,13k
Myanmar,2004,15k
Myanmar,2005,16k
Myanmar,2006,17k
Myanmar,2007,17k
Myanmar,2008,17k
Myanmar,2009,17k
Myanmar,2010,17k
Mongolia,1990,60
Mongolia,1991,60
Mongolia,1992,60
Mongolia,1993,60
Mongolia,1994,60
Mongolia,1995,60
Mongolia,1996,60
Mongolia,1997,60
Mongolia,1998,60
Mongolia,1999,60
Mongolia,2000,60
Mongolia,2001,60
Mongolia,2002,60
Mongolia,2003,60
Mongolia,2004,60
Mongolia,2005,60
Mongolia,2006,60
Mongolia,2007,60
Mongolia,2008,60
Mongolia,2009,60
Mongolia,2010,60
Mozambique,1990,2200
Mozambique,1991,3200
Mozambique,1992,4500
Mozambique,1993,6300
Mozambique,1994,8600
Mozambique,1995,11k
Mozambique,1996,15k
Mozambique,1997,19k
Mozambique,1998,24k
Mozambique,1999,30k
Mozambique,2000,36k
Mozambique,2001,43k
Mozambique,2002,50k
Mozambique,2003,58k
Mozambique,2004,65k
Mozambique,2005,71k
Mozambique,2006,74k
Mozambique,2007,74k
Mozambique,2008,73k
Mozambique,2009,74k
Mozambique,2010,
Mauritania,1990,350
Mauritania,1991,350
Mauritania,1992,350
Mauritania,1993,350
Mauritania,1994,350
Mauritania,1995,350
Mauritania,1996,350
Mauritania,1997,600
Mauritania,1998,600
Mauritania,1999,600
Mauritania,2000,600
Mauritania,2001,600
Mauritania,2002,600
Mauritania,2003,600
Mauritania,2004,600
Mauritania,2005,1000
Mauritania,2006,1100
Mauritania,2007,1100
Mauritania,2008,1100
Mauritania,2009,1200
Mauritania,2010,1300
Mauritius,1990,60
Mauritius,1991,60
Mauritius,1992,60
Mauritius,1993,60
Mauritius,1994,60
Mauritius,1995,60
Mauritius,1996,60
Mauritius,1997,60
Mauritius,1998,150
Mauritius,1999,150
Mauritius,2000,350
Mauritius,2001,350
Mauritius,2002,350
Mauritius,2003,350
Mauritius,2004,350
Mauritius,2005,600
Mauritius,2006,600
Mauritius,2007,600
Mauritius,2008,600
Mauritius,2009,600
Mauritius,2010,600
Malawi,1990,14k
Malawi,1991,18k
Malawi,1992,22k
Malawi,1993,27k
Malawi,1994,31k
Malawi,1995,36k
Malawi,1996,41k
Malawi,1997,45k
Malawi,1998,50k
Malawi,1999,55k
Malawi,2000,59k
Malawi,2001,63k
Malawi,2002,67k
Malawi,2003,71k
Malawi,2004,74k
Malawi,2005,77k
Malawi,2006,75k
Malawi,2007,68k
Malawi,2008,62k
Malawi,2009,55k
Malawi,2010,49k
Malaysia,1990,60
Malaysia,1991,120
Malaysia,1992,300
Malaysia,1993,300
Malaysia,1994,600
Malaysia,1995,1100
Malaysia,1996,1500
Malaysia,1997,2000
Malaysia,1998,2500
Malaysia,1999,3000
Malaysia,2000,3500
Malaysia,2001,3900
Malaysia,2002,4400
Malaysia,2003,4500
Malaysia,2004,4600
Malaysia,2005,4900
Malaysia,2006,5200
Malaysia,2007,5400
Malaysia,2008,5600
Malaysia,2009,5800
Malaysia,2010,
Namibia,1990,350
Namibia,1991,600
Namibia,1992,600
Namibia,1993,1000
Namibia,1994,1400
Namibia,1995,1900
Namibia,1996,2600
Namibia,1997,3500
Namibia,1998,4600
Namibia,1999,5800
Namibia,2000,7200
Namibia,2001,8600
Namibia,2002,10k
Namibia,2003,11k
Namibia,2004,12k
Namibia,2005,13k
Namibia,2006,12k
Namibia,2007,10k
Namibia,2008,8200
Namibia,2009,6600
Namibia,2010,5700
Niger,1990,600
Niger,1991,600
Niger,1992,1000
Niger,1993,1200
Niger,1994,1400
Niger,1995,1600
Niger,1996,1800
Niger,1997,2100
Niger,1998,2300
Niger,1999,2600
Niger,2000,2900
Niger,2001,3200
Niger,2002,3400
Niger,2003,3700
Niger,2004,4000
Niger,2005,4200
Niger,2006,4300
Niger,2007,4300
Niger,2008,4400
Niger,2009,4500
Niger,2010,4000
Nigeria,1990,4400
Nigeria,1991,7600
Nigeria,1992,12k
Nigeria,1993,19k
Nigeria,1994,28k
Nigeria,1995,40k
Nigeria,1996,54k
Nigeria,1997,71k
Nigeria,1998,91k
Nigeria,1999,110k
Nigeria,2000,130k
Nigeria,2001,150k
Nigeria,2002,170k
Nigeria,2003,190k
Nigeria,2004,210k
Nigeria,2005,210k
Nigeria,2006,220k
Nigeria,2007,220k
Nigeria,2008,220k
Nigeria,2009,210k
Nigeria,2010,210k
Nicaragua,1990,60
Nicaragua,1991,60
Nicaragua,1992,60
Nicaragua,1993,60
Nicaragua,1994,60
